"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,303,805,37.64,"2020-04-30"
10002,837,1849,45.27,"2020-04-30"
10003,387,1114,34.74,"2020-04-30"
10004,26,79,32.91,"2020-04-30"
10005,52,190,27.37,"2020-04-30"
10006,21,81,25.93,"2020-04-30"
10007,45,182,24.73,"2020-04-30"
10009,597,1614,36.99,"2020-04-30"
10010,226,805,28.07,"2020-04-30"
10011,452,1171,38.6,"2020-04-30"
10012,139,446,31.17,"2020-04-30"
10013,210,615,34.15,"2020-04-30"
10014,256,691,37.05,"2020-04-30"
10016,582,1723,33.78,"2020-04-30"
10017,124,431,28.77,"2020-04-30"
10018,186,513,36.26,"2020-04-30"
10019,506,1390,36.4,"2020-04-30"
10021,487,1509,32.27,"2020-04-30"
10022,285,928,30.71,"2020-04-30"
10023,486,1506,32.27,"2020-04-30"
10024,549,1651,33.25,"2020-04-30"
10025,1045,2774,37.67,"2020-04-30"
10026,532,1285,41.4,"2020-04-30"
10027,798,1803,44.26,"2020-04-30"
10028,422,1321,31.95,"2020-04-30"
10029,1473,3166,46.53,"2020-04-30"
10030,413,892,46.3,"2020-04-30"
10031,1007,1930,52.18,"2020-04-30"
10032,1168,2311,50.54,"2020-04-30"
10033,1042,1992,52.31,"2020-04-30"
10034,563,1214,46.38,"2020-04-30"
10035,767,1577,48.64,"2020-04-30"
10036,350,947,36.96,"2020-04-30"
10037,348,792,43.94,"2020-04-30"
10038,207,493,41.99,"2020-04-30"
10039,417,949,43.94,"2020-04-30"
10040,793,1532,51.76,"2020-04-30"
10044,165,376,43.88,"2020-04-30"
10065,280,958,29.23,"2020-04-30"
10069,46,152,30.26,"2020-04-30"
10075,337,930,36.24,"2020-04-30"
10128,547,1795,30.47,"2020-04-30"
10280,35,149,23.49,"2020-04-30"
10282,64,157,40.76,"2020-04-30"
10301,984,2254,43.66,"2020-04-30"
10302,543,1182,45.94,"2020-04-30"
10303,737,1671,44.11,"2020-04-30"
10304,1186,2669,44.44,"2020-04-30"
10305,1054,2667,39.52,"2020-04-30"
10306,1272,3466,36.7,"2020-04-30"
10307,345,928,37.18,"2020-04-30"
10308,575,1623,35.43,"2020-04-30"
10309,765,2106,36.32,"2020-04-30"
10310,628,1575,39.87,"2020-04-30"
10312,1346,3488,38.59,"2020-04-30"
10314,2328,5753,40.47,"2020-04-30"
10451,1365,2718,50.22,"2020-04-30"
10452,1884,3714,50.73,"2020-04-30"
10453,1870,3677,50.86,"2020-04-30"
10454,937,1931,48.52,"2020-04-30"
10455,1020,2043,49.93,"2020-04-30"
10456,2007,4076,49.24,"2020-04-30"
10457,1676,3427,48.91,"2020-04-30"
10458,1644,3438,47.82,"2020-04-30"
10459,1230,2378,51.72,"2020-04-30"
10460,1332,2705,49.24,"2020-04-30"
10461,1605,3529,45.48,"2020-04-30"
10462,1903,4148,45.88,"2020-04-30"
