"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,365,2302,15.9,"2020-06-06"
10002,1050,4878,21.5,"2020-06-06"
10003,449,3518,12.8,"2020-06-06"
10004,31,248,12.5,"2020-06-06"
10005,61,548,11.1,"2020-06-06"
10006,24,251,9.6,"2020-06-06"
10007,58,590,9.8,"2020-06-06"
10009,688,4452,15.5,"2020-06-06"
10010,267,2666,10,"2020-06-06"
10011,519,3661,14.2,"2020-06-06"
10012,162,1339,12.1,"2020-06-06"
10013,259,1907,13.6,"2020-06-06"
10014,298,2255,13.2,"2020-06-06"
10016,684,4909,13.9,"2020-06-06"
10017,143,1245,11.5,"2020-06-06"
10018,203,1199,16.9,"2020-06-06"
10019,597,3880,15.4,"2020-06-06"
10021,560,4146,13.5,"2020-06-06"
10022,337,2703,12.5,"2020-06-06"
10023,556,4547,12.2,"2020-06-06"
10024,687,4678,14.7,"2020-06-06"
10025,1327,8105,16.4,"2020-06-06"
10026,636,3063,20.8,"2020-06-06"
10027,1024,4646,22,"2020-06-06"
10028,467,3584,13,"2020-06-06"
10029,1809,7260,24.9,"2020-06-06"
10030,498,2187,22.8,"2020-06-06"
10031,1305,5418,24.1,"2020-06-06"
10032,1501,6070,24.7,"2020-06-06"
10033,1341,5506,24.4,"2020-06-06"
10034,703,3297,21.3,"2020-06-06"
10035,945,3846,24.6,"2020-06-06"
10036,415,2565,16.2,"2020-06-06"
10037,538,2592,20.8,"2020-06-06"
10038,249,1473,16.9,"2020-06-06"
10039,515,2171,23.7,"2020-06-06"
10040,1109,4258,26,"2020-06-06"
10044,234,993,23.6,"2020-06-06"
10065,329,2784,11.8,"2020-06-06"
10069,54,431,12.5,"2020-06-06"
10075,425,2468,17.2,"2020-06-06"
10128,629,4810,13.1,"2020-06-06"
10280,51,480,10.6,"2020-06-06"
10282,70,350,20,"2020-06-06"
10301,1175,4470,26.3,"2020-06-06"
10302,633,1949,32.5,"2020-06-06"
10303,866,2878,30.1,"2020-06-06"
10304,1376,4797,28.7,"2020-06-06"
10305,1227,4538,27,"2020-06-06"
10306,1445,5999,24.1,"2020-06-06"
10307,378,1406,26.9,"2020-06-06"
10308,631,2616,24.1,"2020-06-06"
10309,838,3317,25.3,"2020-06-06"
10310,718,2795,25.7,"2020-06-06"
10312,1494,5865,25.5,"2020-06-06"
10314,2623,9826,26.7,"2020-06-06"
10451,1598,5425,29.5,"2020-06-06"
10452,2377,7967,29.8,"2020-06-06"
10453,2343,7615,30.8,"2020-06-06"
10454,1124,4091,27.5,"2020-06-06"
10455,1263,4147,30.5,"2020-06-06"
10456,2469,8815,28,"2020-06-06"
