"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,301,793,37.96,"2020-04-29"
10002,832,1795,46.35,"2020-04-29"
10003,382,1067,35.8,"2020-04-29"
10004,26,79,32.91,"2020-04-29"
10005,52,177,29.38,"2020-04-29"
10006,21,80,26.25,"2020-04-29"
10007,45,180,25,"2020-04-29"
10009,592,1576,37.56,"2020-04-29"
10010,226,785,28.79,"2020-04-29"
10011,451,1142,39.49,"2020-04-29"
10012,137,437,31.35,"2020-04-29"
10013,207,596,34.73,"2020-04-29"
10014,252,673,37.44,"2020-04-29"
10016,573,1673,34.25,"2020-04-29"
10017,125,420,29.76,"2020-04-29"
10018,186,504,36.9,"2020-04-29"
10019,498,1350,36.89,"2020-04-29"
10021,476,1476,32.25,"2020-04-29"
10022,282,905,31.16,"2020-04-29"
10023,482,1476,32.66,"2020-04-29"
10024,544,1606,33.87,"2020-04-29"
10025,1039,2706,38.4,"2020-04-29"
10026,522,1252,41.69,"2020-04-29"
10027,783,1741,44.97,"2020-04-29"
10028,411,1283,32.03,"2020-04-29"
10029,1452,3059,47.47,"2020-04-29"
10030,407,859,47.38,"2020-04-29"
10031,999,1883,53.05,"2020-04-29"
10032,1153,2247,51.31,"2020-04-29"
10033,1023,1928,53.06,"2020-04-29"
10034,556,1188,46.8,"2020-04-29"
10035,762,1535,49.64,"2020-04-29"
10036,346,910,38.02,"2020-04-29"
10037,345,757,45.57,"2020-04-29"
10038,203,486,41.77,"2020-04-29"
10039,409,917,44.6,"2020-04-29"
10040,773,1468,52.66,"2020-04-29"
10044,158,360,43.89,"2020-04-29"
10065,279,946,29.49,"2020-04-29"
10069,46,143,32.17,"2020-04-29"
10075,334,905,36.91,"2020-04-29"
10128,546,1742,31.34,"2020-04-29"
10280,35,143,24.48,"2020-04-29"
10282,64,152,42.11,"2020-04-29"
10301,972,2203,44.12,"2020-04-29"
10302,534,1149,46.48,"2020-04-29"
10303,733,1645,44.56,"2020-04-29"
10304,1174,2617,44.86,"2020-04-29"
10305,1042,2616,39.83,"2020-04-29"
10306,1260,3411,36.94,"2020-04-29"
10307,343,915,37.49,"2020-04-29"
10308,572,1590,35.97,"2020-04-29"
10309,759,2076,36.56,"2020-04-29"
10310,614,1542,39.82,"2020-04-29"
10312,1335,3430,38.92,"2020-04-29"
10314,2305,5640,40.87,"2020-04-29"
10451,1344,2636,50.99,"2020-04-29"
10452,1852,3611,51.29,"2020-04-29"
10453,1845,3574,51.62,"2020-04-29"
10454,923,1850,49.89,"2020-04-29"
10455,1001,1980,50.56,"2020-04-29"
10456,1967,3935,49.99,"2020-04-29"
10457,1654,3325,49.74,"2020-04-29"
10458,1611,3325,48.45,"2020-04-29"
10459,1206,2296,52.53,"2020-04-29"
10460,1318,2636,50,"2020-04-29"
10461,1580,3458,45.69,"2020-04-29"
10462,1870,4040,46.29,"2020-04-29"
10463,1495,3468,43.11,"2020-04-29"
10464,114,328,34.76,"2020-04-29"
10465,1299,3178,40.87,"2020-04-29"
10466,2012,4008,50.2,"2020-04-29"
10467,2748,5395,50.94,"2020-04-29"
10468,1980,3702,53.48,"2020-04-29"
10469,2455,4706,52.17,"2020-04-29"
10470,378,848,44.58,"2020-04-29"
10471,496,1217,40.76,"2020-04-29"
10472,1581,2921,54.13,"2020-04-29"
10473,1585,3337,47.5,"2020-04-29"
10474,272,558,48.75,"2020-04-29"
10475,1463,3365,43.48,"2020-04-29"
11004,474,833,56.9,"2020-04-29"
11101,509,1239,41.08,"2020-04-29"
11102,492,1050,46.86,"2020-04-29"
11103,434,994,43.66,"2020-04-29"
11104,390,843,46.26,"2020-04-29"
11105,414,1071,38.66,"2020-04-29"
11106,518,1191,43.49,"2020-04-29"
11109,44,159,27.67,"2020-04-29"
11201,512,1463,35,"2020-04-29"
11203,1642,3123,52.58,"2020-04-29"
11204,1608,3192,50.38,"2020-04-29"
