"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,170,364,46.7,"2020-04-07"
10002,405,792,51.14,"2020-04-07"
10003,230,543,42.36,"2020-04-07"
10004,20,45,44.44,"2020-04-07"
10005,32,103,31.07,"2020-04-07"
10006,8,33,24.24,"2020-04-07"
10007,30,86,34.88,"2020-04-07"
10009,298,662,45.02,"2020-04-07"
10010,133,377,35.28,"2020-04-07"
10011,308,640,48.12,"2020-04-07"
10012,86,241,35.68,"2020-04-07"
10013,131,301,43.52,"2020-04-07"
10014,186,391,47.57,"2020-04-07"
10016,344,814,42.26,"2020-04-07"
10017,74,212,34.91,"2020-04-07"
10018,116,251,46.22,"2020-04-07"
10019,264,616,42.86,"2020-04-07"
10021,295,771,38.26,"2020-04-07"
10022,174,461,37.74,"2020-04-07"
10023,269,695,38.71,"2020-04-07"
10024,307,841,36.5,"2020-04-07"
10025,433,1084,39.94,"2020-04-07"
10026,220,449,49,"2020-04-07"
10027,327,657,49.77,"2020-04-07"
10028,257,650,39.54,"2020-04-07"
10029,544,1070,50.84,"2020-04-07"
10030,186,329,56.53,"2020-04-07"
10031,407,670,60.75,"2020-04-07"
10032,508,857,59.28,"2020-04-07"
10033,439,730,60.14,"2020-04-07"
10034,212,416,50.96,"2020-04-07"
10035,301,580,51.9,"2020-04-07"
10036,189,404,46.78,"2020-04-07"
10037,146,282,51.77,"2020-04-07"
10038,114,238,47.9,"2020-04-07"
10039,178,340,52.35,"2020-04-07"
10040,329,543,60.59,"2020-04-07"
10044,68,155,43.87,"2020-04-07"
10065,182,520,35,"2020-04-07"
10069,32,81,39.51,"2020-04-07"
10075,226,488,46.31,"2020-04-07"
10128,306,801,38.2,"2020-04-07"
10280,23,66,34.85,"2020-04-07"
10282,36,65,55.38,"2020-04-07"
10301,324,592,54.73,"2020-04-07"
10302,156,297,52.53,"2020-04-07"
10303,229,448,51.12,"2020-04-07"
10304,482,899,53.62,"2020-04-07"
10305,369,798,46.24,"2020-04-07"
10306,479,1069,44.81,"2020-04-07"
10307,133,268,49.63,"2020-04-07"
10308,248,556,44.6,"2020-04-07"
10309,298,646,46.13,"2020-04-07"
10310,206,429,48.02,"2020-04-07"
10312,558,1104,50.54,"2020-04-07"
10314,839,1690,49.64,"2020-04-07"
10451,476,849,56.07,"2020-04-07"
10452,698,1107,63.05,"2020-04-07"
10453,734,1194,61.47,"2020-04-07"
10454,336,571,58.84,"2020-04-07"
10455,326,584,55.82,"2020-04-07"
10456,741,1253,59.14,"2020-04-07"
10457,644,1062,60.64,"2020-04-07"
10458,631,1114,56.64,"2020-04-07"
10459,440,764,57.59,"2020-04-07"
10460,467,831,56.2,"2020-04-07"
10461,653,1194,54.69,"2020-04-07"
10462,765,1387,55.16,"2020-04-07"
10463,486,1089,44.63,"2020-04-07"
10464,43,107,40.19,"2020-04-07"
10465,552,1129,48.89,"2020-04-07"
10466,737,1265,58.26,"2020-04-07"
10467,1142,1942,58.81,"2020-04-07"
10468,765,1174,65.16,"2020-04-07"
10469,925,1531,60.42,"2020-04-07"
10470,156,286,54.55,"2020-04-07"
10471,183,440,41.59,"2020-04-07"
10472,582,926,62.85,"2020-04-07"
10473,638,1101,57.95,"2020-04-07"
10474,97,157,61.78,"2020-04-07"
10475,520,887,58.62,"2020-04-07"
11429,381,542,70.3,"2020-04-07"
11004,239,367,65.12,"2020-04-07"
11101,258,520,49.62,"2020-04-07"
11102,214,404,52.97,"2020-04-07"
11103,190,350,54.29,"2020-04-07"
11104,178,308,57.79,"2020-04-07"
11105,186,377,49.34,"2020-04-07"
11106,234,457,51.2,"2020-04-07"
11109,29,80,36.25,"2020-04-07"
11201,285,700,40.71,"2020-04-07"
11203,642,1017,63.13,"2020-04-07"
11204,908,1456,62.36,"2020-04-07"
11205,317,581,54.56,"2020-04-07"
11206,536,945,56.72,"2020-04-07"
11207,658,1087,60.53,"2020-04-07"
11208,713,1100,64.82,"2020-04-07"
11209,419,848,49.41,"2020-04-07"
11210,663,1083,61.22,"2020-04-07"
11211,948,1490,63.62,"2020-04-07"
11212,584,920,63.48,"2020-04-07"
11213,615,1002,61.38,"2020-04-07"
11214,493,933,52.84,"2020-04-07"
11215,265,619,42.81,"2020-04-07"
