"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10454,583,925,63.03,"2020-04-14"
10455,626,998,62.73,"2020-04-14"
10456,1250,2024,61.76,"2020-04-14"
10457,1069,1704,62.73,"2020-04-14"
10458,1060,1813,58.47,"2020-04-14"
10459,808,1296,62.35,"2020-04-14"
10460,847,1427,59.36,"2020-04-14"
10461,1083,2014,53.77,"2020-04-14"
10462,1284,2306,55.68,"2020-04-14"
10463,964,1965,49.06,"2020-04-14"
10464,79,203,38.92,"2020-04-14"
10465,927,1906,48.64,"2020-04-14"
10466,1361,2284,59.59,"2020-04-14"
10467,1918,3135,61.18,"2020-04-14"
10468,1343,2033,66.06,"2020-04-14"
10469,1670,2688,62.13,"2020-04-14"
10470,279,510,54.71,"2020-04-14"
10471,319,716,44.55,"2020-04-14"
10472,1014,1568,64.67,"2020-04-14"
10473,1143,1940,58.92,"2020-04-14"
10474,182,283,64.31,"2020-04-14"
10475,1021,1825,55.95,"2020-04-14"
11004,348,547,63.62,"2020-04-14"
11101,364,707,51.49,"2020-04-14"
11102,326,579,56.3,"2020-04-14"
11103,313,563,55.6,"2020-04-14"
11104,279,465,60,"2020-04-14"
11105,300,596,50.34,"2020-04-14"
11106,360,674,53.41,"2020-04-14"
11109,38,106,35.85,"2020-04-14"
11201,387,932,41.52,"2020-04-14"
11203,1085,1657,65.48,"2020-04-14"
11204,1163,1880,61.86,"2020-04-14"
11205,416,766,54.31,"2020-04-14"
11206,808,1391,58.09,"2020-04-14"
11207,1004,1626,61.75,"2020-04-14"
11208,1129,1723,65.53,"2020-04-14"
11209,648,1262,51.35,"2020-04-14"
11210,960,1516,63.32,"2020-04-14"
11211,1248,1975,63.19,"2020-04-14"
11212,915,1410,64.89,"2020-04-14"
11213,840,1373,61.18,"2020-04-14"
11214,829,1437,57.69,"2020-04-14"
11215,373,845,44.14,"2020-04-14"
11216,408,760,53.68,"2020-04-14"
11217,344,640,53.75,"2020-04-14"
11218,1015,1672,60.71,"2020-04-14"
11219,1725,2561,67.36,"2020-04-14"
11220,844,1328,63.55,"2020-04-14"
11221,683,1139,59.96,"2020-04-14"
11222,271,544,49.82,"2020-04-14"
11223,960,1692,56.74,"2020-04-14"
11224,528,881,59.93,"2020-04-14"
11225,686,1080,63.52,"2020-04-14"
11226,1089,1669,65.25,"2020-04-14"
11228,378,664,56.93,"2020-04-14"
11229,860,1514,56.8,"2020-04-14"
11230,1367,2198,62.19,"2020-04-14"
11231,254,524,48.47,"2020-04-14"
11232,299,434,68.89,"2020-04-14"
11233,648,1056,61.36,"2020-04-14"
11234,1260,2061,61.14,"2020-04-14"
11235,992,1746,56.82,"2020-04-14"
11236,1439,2176,66.13,"2020-04-14"
11237,481,715,67.27,"2020-04-14"
11238,466,810,57.53,"2020-04-14"
11239,275,440,62.5,"2020-04-14"
11354,503,821,61.27,"2020-04-14"
11355,639,1006,63.52,"2020-04-14"
11356,313,538,58.18,"2020-04-14"
11357,477,836,57.06,"2020-04-14"
11358,319,604,52.81,"2020-04-14"
11360,184,381,48.29,"2020-04-14"
11361,265,489,54.19,"2020-04-14"
11362,183,371,49.33,"2020-04-14"
11363,69,144,47.92,"2020-04-14"
11364,282,521,54.13,"2020-04-14"
11365,475,858,55.36,"2020-04-14"
11366,259,444,58.33,"2020-04-14"
11367,619,1069,57.9,"2020-04-14"
11368,2510,3198,78.49,"2020-04-14"
11369,929,1236,75.16,"2020-04-14"
11370,883,1416,62.36,"2020-04-14"
11372,1511,2049,73.74,"2020-04-14"
11373,1939,2720,71.29,"2020-04-14"
11374,710,1223,58.05,"2020-04-14"
11375,1003,1848,54.27,"2020-04-14"
11377,1214,1845,65.8,"2020-04-14"
11378,419,725,57.79,"2020-04-14"
11379,459,846,54.26,"2020-04-14"
11385,1139,1921,59.29,"2020-04-14"
11411,433,640,67.66,"2020-04-14"
11412,738,1157,63.79,"2020-04-14"
11413,800,1249,64.05,"2020-04-14"
11414,515,847,60.8,"2020-04-14"
11415,320,550,58.18,"2020-04-14"
11416,347,530,65.47,"2020-04-14"
11417,462,751,61.52,"2020-04-14"
11418,565,897,62.99,"2020-04-14"
11419,600,953,62.96,"2020-04-14"
11420,745,1168,63.78,"2020-04-14"
11421,655,980,66.84,"2020-04-14"
11422,583,965,60.41,"2020-04-14"
11423,536,836,64.11,"2020-04-14"
11426,316,558,56.63,"2020-04-14"
11427,475,787,60.36,"2020-04-14"
11428,382,597,63.99,"2020-04-14"
11429,575,830,69.28,"2020-04-14"
11432,909,1395,65.16,"2020-04-14"
11433,515,776,66.37,"2020-04-14"
11434,1154,1798,64.18,"2020-04-14"
11435,861,1412,60.98,"2020-04-14"
11436,292,450,64.89,"2020-04-14"
11691,1215,1792,67.8,"2020-04-14"
11692,332,521,63.72,"2020-04-14"
11693,220,369,59.62,"2020-04-14"
11694,384,662,58.01,"2020-04-14"
11697,65,135,48.15,"2020-04-14"
