"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,309,861,35.89,"2020-05-03"
10002,870,2033,42.79,"2020-05-03"
10003,396,1228,32.25,"2020-05-03"
10004,27,85,31.76,"2020-05-03"
10005,54,206,26.21,"2020-05-03"
10006,21,91,23.08,"2020-05-03"
10007,49,204,24.02,"2020-05-03"
10009,607,1745,34.79,"2020-05-03"
10010,235,886,26.52,"2020-05-03"
10011,460,1288,35.71,"2020-05-03"
10012,142,487,29.16,"2020-05-03"
10013,217,686,31.63,"2020-05-03"
10014,265,764,34.69,"2020-05-03"
10016,604,1915,31.54,"2020-05-03"
10017,125,472,26.48,"2020-05-03"
10018,193,557,34.65,"2020-05-03"
10019,520,1496,34.76,"2020-05-03"
10021,494,1651,29.92,"2020-05-03"
10022,293,1027,28.53,"2020-05-03"
10023,494,1646,30.01,"2020-05-03"
10024,563,1810,31.1,"2020-05-03"
10025,1082,3056,35.41,"2020-05-03"
10026,555,1418,39.14,"2020-05-03"
10027,836,2048,40.82,"2020-05-03"
10028,426,1415,30.11,"2020-05-03"
10029,1524,3417,44.6,"2020-05-03"
10030,423,989,42.77,"2020-05-03"
10031,1054,2147,49.09,"2020-05-03"
10032,1219,2588,47.1,"2020-05-03"
10033,1106,2295,48.19,"2020-05-03"
10034,591,1336,44.24,"2020-05-03"
10035,789,1705,46.28,"2020-05-03"
10036,361,1027,35.15,"2020-05-03"
10037,359,870,41.26,"2020-05-03"
10038,214,551,38.84,"2020-05-03"
10039,434,1041,41.69,"2020-05-03"
10040,831,1732,47.98,"2020-05-03"
10044,175,409,42.79,"2020-05-03"
10065,287,1049,27.36,"2020-05-03"
10069,46,161,28.57,"2020-05-03"
10075,342,1010,33.86,"2020-05-03"
10128,553,1943,28.46,"2020-05-03"
10280,38,169,22.49,"2020-05-03"
10282,64,166,38.55,"2020-05-03"
10301,1008,2430,41.48,"2020-05-03"
10302,559,1248,44.79,"2020-05-03"
10303,759,1771,42.86,"2020-05-03"
10304,1228,2867,42.83,"2020-05-03"
10305,1098,2843,38.62,"2020-05-03"
10306,1302,3658,35.59,"2020-05-03"
10307,350,987,35.46,"2020-05-03"
10308,585,1710,34.21,"2020-05-03"
10309,776,2201,35.26,"2020-05-03"
10310,651,1675,38.87,"2020-05-03"
10312,1378,3706,37.18,"2020-05-03"
10314,2401,6155,39.01,"2020-05-03"
10451,1407,2934,47.96,"2020-05-03"
10452,1982,4161,47.63,"2020-05-03"
10453,1980,4121,48.05,"2020-05-03"
10454,969,2145,45.17,"2020-05-03"
10455,1083,2271,47.69,"2020-05-03"
10456,2114,4623,45.73,"2020-05-03"
10457,1769,3877,45.63,"2020-05-03"
10458,1724,3808,45.27,"2020-05-03"
10459,1279,2622,48.78,"2020-05-03"
10460,1393,2988,46.62,"2020-05-03"
