"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
11213,1265,3165,39.97,"2020-05-14"
11214,1399,3564,39.25,"2020-05-14"
11215,564,2145,26.29,"2020-05-14"
11216,666,2079,32.03,"2020-05-14"
11217,542,1572,34.48,"2020-05-14"
11218,1567,4013,39.05,"2020-05-14"
11219,2682,8249,32.51,"2020-05-14"
11220,1393,3463,40.23,"2020-05-14"
11221,1158,3091,37.46,"2020-05-14"
11222,403,1296,31.1,"2020-05-14"
11223,1574,4164,37.8,"2020-05-14"
11224,1048,2690,38.96,"2020-05-14"
11225,1078,2750,39.2,"2020-05-14"
11226,2033,4856,41.87,"2020-05-14"
11228,596,1654,36.03,"2020-05-14"
11229,1449,3942,36.76,"2020-05-14"
11230,2119,5540,38.25,"2020-05-14"
11231,382,1188,32.15,"2020-05-14"
11232,463,1068,43.35,"2020-05-14"
11233,1158,2976,38.91,"2020-05-14"
11234,2109,5178,40.73,"2020-05-14"
11235,1881,4826,38.98,"2020-05-14"
11236,2495,5682,43.91,"2020-05-14"
11237,856,2007,42.65,"2020-05-14"
11238,699,2009,34.79,"2020-05-14"
11239,471,1149,40.99,"2020-05-14"
11354,1076,2629,40.93,"2020-05-14"
11355,1151,2721,42.3,"2020-05-14"
11356,508,1273,39.91,"2020-05-14"
11357,760,2039,37.27,"2020-05-14"
11358,517,1466,35.27,"2020-05-14"
11360,294,945,31.11,"2020-05-14"
11361,414,1188,34.85,"2020-05-14"
11362,292,835,34.97,"2020-05-14"
11363,96,294,32.65,"2020-05-14"
11364,441,1338,32.96,"2020-05-14"
11365,767,2038,37.63,"2020-05-14"
11366,361,888,40.65,"2020-05-14"
11367,948,2550,37.18,"2020-05-14"
11368,4104,7933,51.73,"2020-05-14"
11369,1459,2958,49.32,"2020-05-14"
11370,1259,2749,45.8,"2020-05-14"
11372,2325,4731,49.14,"2020-05-14"
11373,2979,6365,46.8,"2020-05-14"
11374,1001,2657,37.67,"2020-05-14"
11375,1427,3864,36.93,"2020-05-14"
11377,2002,4947,40.47,"2020-05-14"
11378,687,1842,37.3,"2020-05-14"
11379,753,2021,37.26,"2020-05-14"
11385,1984,4938,40.18,"2020-05-14"
11411,641,1406,45.59,"2020-05-14"
11412,1168,2654,44.01,"2020-05-14"
11413,1227,2811,43.65,"2020-05-14"
11414,767,1781,43.07,"2020-05-14"
11415,495,1262,39.22,"2020-05-14"
11416,651,1418,45.91,"2020-05-14"
11417,825,1957,42.16,"2020-05-14"
11418,992,2409,41.18,"2020-05-14"
11419,1079,2467,43.74,"2020-05-14"
11420,1262,2955,42.71,"2020-05-14"
11421,1111,2568,43.26,"2020-05-14"
11422,911,2142,42.53,"2020-05-14"
11423,1000,2272,44.01,"2020-05-14"
11426,480,1145,41.92,"2020-05-14"
11427,725,1653,43.86,"2020-05-14"
11428,631,1351,46.71,"2020-05-14"
11429,879,1832,47.98,"2020-05-14"
11432,1638,3624,45.2,"2020-05-14"
11433,865,2026,42.69,"2020-05-14"
11434,1892,4545,41.63,"2020-05-14"
11435,1498,3557,42.11,"2020-05-14"
11436,486,1175,41.36,"2020-05-14"
11691,2076,4425,46.92,"2020-05-14"
11692,545,1251,43.57,"2020-05-14"
11693,301,735,40.95,"2020-05-14"
11694,654,1631,40.1,"2020-05-14"
11697,86,261,32.95,"2020-05-14"
