"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,349,1850,18.9,"2020-05-28"
10002,1010,3757,26.9,"2020-05-28"
10003,440,2739,16.1,"2020-05-28"
10004,31,185,16.8,"2020-05-28"
10005,59,435,13.6,"2020-05-28"
10006,24,184,13,"2020-05-28"
10007,49,407,12,"2020-05-28"
10009,669,3411,19.6,"2020-05-28"
10010,256,2042,12.5,"2020-05-28"
10011,511,2808,18.2,"2020-05-28"
10012,156,1031,15.1,"2020-05-28"
10013,255,1443,17.7,"2020-05-28"
10014,288,1728,16.7,"2020-05-28"
10016,657,3941,16.7,"2020-05-28"
10017,136,973,14,"2020-05-28"
10018,200,974,20.5,"2020-05-28"
10019,583,2972,19.6,"2020-05-28"
10021,545,3267,16.7,"2020-05-28"
10022,329,2122,15.5,"2020-05-28"
10023,546,3483,15.7,"2020-05-28"
10024,653,3557,18.4,"2020-05-28"
10025,1256,5896,21.3,"2020-05-28"
10026,623,2523,24.7,"2020-05-28"
10027,986,3758,26.2,"2020-05-28"
10028,456,2779,16.4,"2020-05-28"
10029,1749,5802,30.1,"2020-05-28"
10030,480,1789,26.8,"2020-05-28"
10031,1262,4234,29.8,"2020-05-28"
10032,1453,4912,29.6,"2020-05-28"
10033,1296,4418,29.3,"2020-05-28"
10034,689,2724,25.3,"2020-05-28"
10035,921,3122,29.5,"2020-05-28"
10036,405,2002,20.2,"2020-05-28"
10037,527,2185,24.1,"2020-05-28"
10038,243,1144,21.2,"2020-05-28"
10039,498,1827,27.3,"2020-05-28"
10040,1077,3532,30.5,"2020-05-28"
10044,231,828,27.9,"2020-05-28"
10065,323,2183,14.8,"2020-05-28"
10069,54,336,16.1,"2020-05-28"
10075,414,2015,20.5,"2020-05-28"
10128,615,3825,16.1,"2020-05-28"
10280,48,364,13.2,"2020-05-28"
10282,70,291,24.1,"2020-05-28"
10301,1149,3788,30.3,"2020-05-28"
10302,618,1711,36.1,"2020-05-28"
10303,839,2515,33.4,"2020-05-28"
10304,1350,4194,32.2,"2020-05-28"
10305,1206,3995,30.2,"2020-05-28"
10306,1419,5221,27.2,"2020-05-28"
10307,369,1272,29,"2020-05-28"
10308,617,2359,26.2,"2020-05-28"
10309,822,2983,27.6,"2020-05-28"
10310,707,2453,28.8,"2020-05-28"
10312,1466,5239,28,"2020-05-28"
10314,2573,8433,30.5,"2020-05-28"
10451,1560,4638,33.6,"2020-05-28"
10452,2300,6828,33.7,"2020-05-28"
10453,2295,6532,35.1,"2020-05-28"
10454,1107,3549,31.2,"2020-05-28"
10455,1235,3608,34.2,"2020-05-28"
10456,2403,7501,32,"2020-05-28"
10457,2014,6298,32,"2020-05-28"
10458,1969,5982,32.9,"2020-05-28"
10459,1440,3984,36.1,"2020-05-28"
10460,1593,4602,34.6,"2020-05-28"
10461,1841,5751,32,"2020-05-28"
10462,2203,6946,31.7,"2020-05-28"
10463,1893,6463,29.3,"2020-05-28"
10464,117,476,24.6,"2020-05-28"
10465,1455,4999,29.1,"2020-05-28"
10466,2318,6526,35.5,"2020-05-28"
10467,3232,9089,35.6,"2020-05-28"
10468,2650,7597,34.9,"2020-05-28"
10469,2902,8112,35.8,"2020-05-28"
10470,439,1561,28.1,"2020-05-28"
10471,773,3241,23.9,"2020-05-28"
10472,1883,4977,37.8,"2020-05-28"
10473,1862,5472,34,"2020-05-28"
10474,313,885,35.4,"2020-05-28"
10475,1662,5056,32.9,"2020-05-28"
11004,569,2271,25.1,"2020-05-28"
11101,608,2670,22.8,"2020-05-28"
11102,588,2271,25.9,"2020-05-28"
11103,540,2242,24.1,"2020-05-28"
11104,481,1733,27.8,"2020-05-28"
11105,477,2249,21.2,"2020-05-28"
11106,623,2422,25.7,"2020-05-28"
11109,46,348,13.2,"2020-05-28"
11201,667,4067,16.4,"2020-05-28"
11203,1985,5831,34,"2020-05-28"
11204,1977,7447,26.5,"2020-05-28"
11205,702,2926,24,"2020-05-28"
11206,1550,5705,27.2,"2020-05-28"
11207,2001,6279,31.9,"2020-05-28"
11208,2297,6588,34.9,"2020-05-28"
11209,1091,4392,24.8,"2020-05-28"
11210,1622,5046,32.1,"2020-05-28"
11211,2026,8459,24,"2020-05-28"
11212,1797,5803,31,"2020-05-28"
11213,1339,4284,31.3,"2020-05-28"
11214,1484,5117,29,"2020-05-28"
11215,600,3132,19.2,"2020-05-28"
11216,700,2880,24.3,"2020-05-28"
11217,607,2313,26.2,"2020-05-28"
11218,1649,5756,28.6,"2020-05-28"
11219,2965,12367,24,"2020-05-28"
11220,1476,4650,31.7,"2020-05-28"
11221,1243,4352,28.6,"2020-05-28"
11222,429,2300,18.7,"2020-05-28"
11223,1663,5435,30.6,"2020-05-28"
11224,1111,3479,31.9,"2020-05-28"
11225,1123,3564,31.5,"2020-05-28"
11226,2172,6613,32.8,"2020-05-28"
11228,635,2277,27.9,"2020-05-28"
11229,1664,8493,19.6,"2020-05-28"
11230,2268,7979,28.4,"2020-05-28"
11231,410,1826,22.5,"2020-05-28"
11232,509,1513,33.6,"2020-05-28"
11233,1213,3839,31.6,"2020-05-28"
11234,2187,6731,32.5,"2020-05-28"
11235,1975,6366,31,"2020-05-28"
11236,2625,7394,35.5,"2020-05-28"
11237,916,2889,31.7,"2020-05-28"
11238,746,2961,25.2,"2020-05-28"
11239,495,1498,33,"2020-05-28"
11354,1137,3485,32.6,"2020-05-28"
11355,1234,3555,34.7,"2020-05-28"
11356,540,1652,32.7,"2020-05-28"
11357,787,2738,28.7,"2020-05-28"
11358,552,2043,27,"2020-05-28"
11360,304,1328,22.9,"2020-05-28"
11361,439,1733,25.3,"2020-05-28"
11362,300,1090,27.5,"2020-05-28"
11363,97,387,25.1,"2020-05-28"
11364,454,1799,25.2,"2020-05-28"
11365,810,2745,29.5,"2020-05-28"
11366,381,1117,34.1,"2020-05-28"
11367,1006,3250,31,"2020-05-28"
11368,4355,10435,41.7,"2020-05-28"
11369,1533,3753,40.8,"2020-05-28"
11370,1292,3370,38.3,"2020-05-28"
11372,2425,6109,39.7,"2020-05-28"
11373,3144,8353,37.6,"2020-05-28"
11374,1050,3462,30.3,"2020-05-28"
