"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,251,545,46.06,"2020-04-17"
10002,685,1297,52.81,"2020-04-17"
10003,337,794,42.44,"2020-04-17"
10004,24,60,40,"2020-04-17"
10005,44,133,33.08,"2020-04-17"
10006,14,54,25.93,"2020-04-17"
10007,37,123,30.08,"2020-04-17"
10009,494,1107,44.63,"2020-04-17"
10010,195,536,36.38,"2020-04-17"
10011,384,817,47,"2020-04-17"
10012,113,318,35.53,"2020-04-17"
10013,173,405,42.72,"2020-04-17"
10014,230,509,45.19,"2020-04-17"
10016,488,1147,42.55,"2020-04-17"
10017,105,301,34.88,"2020-04-17"
10018,163,360,45.28,"2020-04-17"
10019,434,958,45.3,"2020-04-17"
10021,419,1109,37.78,"2020-04-17"
10022,243,647,37.56,"2020-04-17"
10023,421,1054,39.94,"2020-04-17"
10024,454,1185,38.31,"2020-04-17"
10025,836,1889,44.26,"2020-04-17"
10026,411,807,50.93,"2020-04-17"
10027,633,1183,53.51,"2020-04-17"
10028,359,956,37.55,"2020-04-17"
10029,1110,2092,53.06,"2020-04-17"
10030,331,544,60.85,"2020-04-17"
10031,779,1221,63.8,"2020-04-17"
10032,898,1468,61.17,"2020-04-17"
10033,766,1227,62.43,"2020-04-17"
10034,420,745,56.38,"2020-04-17"
10035,607,1052,57.7,"2020-04-17"
10036,286,617,46.35,"2020-04-17"
10037,289,503,57.46,"2020-04-17"
10038,163,336,48.51,"2020-04-17"
10039,319,583,54.72,"2020-04-17"
10040,593,941,63.02,"2020-04-17"
10044,104,226,46.02,"2020-04-17"
10065,238,708,33.62,"2020-04-17"
10069,42,108,38.89,"2020-04-17"
10075,299,646,46.28,"2020-04-17"
10128,469,1246,37.64,"2020-04-17"
10280,32,96,33.33,"2020-04-17"
10282,53,111,47.75,"2020-04-17"
10301,739,1418,52.12,"2020-04-17"
10302,396,759,52.17,"2020-04-17"
10303,573,1064,53.85,"2020-04-17"
10304,943,1841,51.22,"2020-04-17"
10305,829,1813,45.73,"2020-04-17"
10306,1022,2376,43.01,"2020-04-17"
10307,282,621,45.41,"2020-04-17"
10308,486,1151,42.22,"2020-04-17"
10309,646,1499,43.1,"2020-04-17"
10310,464,1016,45.67,"2020-04-17"
10312,1142,2473,46.18,"2020-04-17"
10314,1832,3865,47.4,"2020-04-17"
10451,981,1646,59.6,"2020-04-17"
10452,1331,2078,64.05,"2020-04-17"
10453,1381,2244,61.54,"2020-04-17"
10454,674,1080,62.41,"2020-04-17"
10455,727,1173,61.98,"2020-04-17"
10456,1436,2387,60.16,"2020-04-17"
10457,1209,1961,61.65,"2020-04-17"
10458,1204,2098,57.39,"2020-04-17"
10459,906,1479,61.26,"2020-04-17"
10460,989,1671,59.19,"2020-04-17"
10461,1209,2300,52.57,"2020-04-17"
10462,1450,2648,54.76,"2020-04-17"
10463,1102,2269,48.57,"2020-04-17"
10464,94,237,39.66,"2020-04-17"
10465,1027,2162,47.5,"2020-04-17"
10466,1550,2654,58.4,"2020-04-17"
10467,2154,3613,59.62,"2020-04-17"
10468,1501,2320,64.7,"2020-04-17"
10469,1911,3156,60.55,"2020-04-17"
10470,305,576,52.95,"2020-04-17"
10471,364,827,44.01,"2020-04-17"
10472,1153,1813,63.6,"2020-04-17"
10473,1264,2208,57.25,"2020-04-17"
10474,210,340,61.76,"2020-04-17"
10475,1169,2177,53.7,"2020-04-17"
11004,377,608,62.01,"2020-04-17"
11101,398,808,49.26,"2020-04-17"
11102,352,646,54.49,"2020-04-17"
11103,343,644,53.26,"2020-04-17"
11104,307,544,56.43,"2020-04-17"
11105,323,674,47.92,"2020-04-17"
11106,393,755,52.05,"2020-04-17"
11109,41,119,34.45,"2020-04-17"
11201,422,1038,40.66,"2020-04-17"
11203,1256,1956,64.21,"2020-04-17"
11204,1277,2116,60.35,"2020-04-17"
11205,462,867,53.29,"2020-04-17"
11206,923,1610,57.33,"2020-04-17"
11207,1170,1971,59.36,"2020-04-17"
11208,1304,2046,63.73,"2020-04-17"
11209,737,1488,49.53,"2020-04-17"
11210,1122,1796,62.47,"2020-04-17"
11211,1363,2222,61.34,"2020-04-17"
11212,1034,1648,62.74,"2020-04-17"
11213,931,1557,59.79,"2020-04-17"
11214,955,1683,56.74,"2020-04-17"
11215,413,963,42.89,"2020-04-17"
11216,461,866,53.23,"2020-04-17"
11217,381,722,52.77,"2020-04-17"
11218,1126,1880,59.89,"2020-04-17"
11219,1914,2910,65.77,"2020-04-17"
11220,936,1494,62.65,"2020-04-17"
11221,773,1328,58.21,"2020-04-17"
11222,294,613,47.96,"2020-04-17"
11223,1089,1943,56.05,"2020-04-17"
11224,622,1063,58.51,"2020-04-17"
11225,763,1246,61.24,"2020-04-17"
11226,1273,1981,64.26,"2020-04-17"
11228,429,772,55.57,"2020-04-17"
11229,1025,1797,57.04,"2020-04-17"
11230,1510,2468,61.18,"2020-04-17"
11231,274,572,47.9,"2020-04-17"
11232,322,489,65.85,"2020-04-17"
11233,754,1251,60.27,"2020-04-17"
11234,1533,2563,59.81,"2020-04-17"
11235,1206,2118,56.94,"2020-04-17"
11236,1707,2631,64.88,"2020-04-17"
11237,547,833,65.67,"2020-04-17"
11238,509,911,55.87,"2020-04-17"
11239,324,539,60.11,"2020-04-17"
11354,599,988,60.63,"2020-04-17"
11355,717,1154,62.13,"2020-04-17"
11356,344,591,58.21,"2020-04-17"
11357,524,936,55.98,"2020-04-17"
11358,361,689,52.39,"2020-04-17"
11360,200,431,46.4,"2020-04-17"
11361,298,560,53.21,"2020-04-17"
11362,197,419,47.02,"2020-04-17"
11363,73,163,44.79,"2020-04-17"
