"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
11370,998,1670,59.76,"2020-04-19"
11372,1732,2489,69.59,"2020-04-19"
11373,2196,3259,67.38,"2020-04-19"
11374,792,1449,54.66,"2020-04-19"
11375,1138,2175,52.32,"2020-04-19"
11377,1404,2231,62.93,"2020-04-19"
11378,486,894,54.36,"2020-04-19"
11379,531,1047,50.72,"2020-04-19"
11385,1325,2387,55.51,"2020-04-19"
11411,486,777,62.55,"2020-04-19"
11412,859,1426,60.24,"2020-04-19"
11413,917,1537,59.66,"2020-04-19"
11414,588,1004,58.57,"2020-04-19"
11415,366,664,55.12,"2020-04-19"
11416,412,680,60.59,"2020-04-19"
11417,535,925,57.84,"2020-04-19"
11418,675,1097,61.53,"2020-04-19"
11419,720,1190,60.5,"2020-04-19"
11420,863,1447,59.64,"2020-04-19"
11421,760,1216,62.5,"2020-04-19"
11422,679,1189,57.11,"2020-04-19"
11423,653,1070,61.03,"2020-04-19"
11426,356,661,53.86,"2020-04-19"
11427,541,925,58.49,"2020-04-19"
11428,470,751,62.58,"2020-04-19"
11429,660,1002,65.87,"2020-04-19"
11432,1077,1740,61.9,"2020-04-19"
11433,612,1004,60.96,"2020-04-19"
11434,1356,2245,60.4,"2020-04-19"
11435,1009,1753,57.56,"2020-04-19"
11436,342,567,60.32,"2020-04-19"
11691,1496,2272,65.85,"2020-04-19"
11692,392,644,60.87,"2020-04-19"
11693,256,444,57.66,"2020-04-19"
11694,458,823,55.65,"2020-04-19"
11697,73,150,48.67,"2020-04-19"
