"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10306,1404,4803,29.23,"2020-05-22"
10307,367,1214,30.23,"2020-05-22"
10308,617,2210,27.92,"2020-05-22"
10309,817,2785,29.34,"2020-05-22"
10310,703,2223,31.62,"2020-05-22"
10312,1454,4873,29.84,"2020-05-22"
10314,2550,7756,32.88,"2020-05-22"
10451,1543,4233,36.45,"2020-05-22"
10452,2239,6092,36.75,"2020-05-22"
10453,2250,5939,37.89,"2020-05-22"
10454,1085,3284,33.04,"2020-05-22"
10455,1209,3314,36.48,"2020-05-22"
10456,2370,6829,34.7,"2020-05-22"
10457,1960,5501,35.63,"2020-05-22"
10458,1935,5432,35.62,"2020-05-22"
10459,1427,3676,38.82,"2020-05-22"
10460,1567,4201,37.3,"2020-05-22"
10461,1824,5387,33.86,"2020-05-22"
10462,2181,6371,34.23,"2020-05-22"
10463,1831,5656,32.37,"2020-05-22"
10464,117,451,25.94,"2020-05-22"
10465,1449,4687,30.92,"2020-05-22"
10466,2261,5791,39.04,"2020-05-22"
10467,3189,8220,38.8,"2020-05-22"
10468,2582,6605,39.09,"2020-05-22"
10469,2837,7162,39.61,"2020-05-22"
10470,437,1459,29.95,"2020-05-22"
10471,768,3047,25.21,"2020-05-22"
10472,1850,4552,40.64,"2020-05-22"
10473,1830,5043,36.29,"2020-05-22"
10474,313,826,37.89,"2020-05-22"
10475,1644,4662,35.26,"2020-05-22"
11004,555,1710,32.46,"2020-05-22"
11101,598,2312,25.87,"2020-05-22"
11102,578,1934,29.89,"2020-05-22"
11103,528,1841,28.68,"2020-05-22"
11104,465,1522,30.55,"2020-05-22"
11105,472,1893,24.93,"2020-05-22"
11106,616,2083,29.57,"2020-05-22"
11109,46,307,14.98,"2020-05-22"
11201,643,3077,20.9,"2020-05-22"
11203,1949,5164,37.74,"2020-05-22"
11204,1937,6516,29.73,"2020-05-22"
11205,687,2588,26.55,"2020-05-22"
11206,1506,4980,30.24,"2020-05-22"
11207,1968,5650,34.83,"2020-05-22"
11208,2258,5915,38.17,"2020-05-22"
11209,1102,3943,27.95,"2020-05-22"
11210,1600,4424,36.17,"2020-05-22"
11211,1991,7172,27.76,"2020-05-22"
11212,1724,5031,34.27,"2020-05-22"
11213,1302,3736,34.85,"2020-05-22"
11214,1462,4277,34.18,"2020-05-22"
11215,587,2639,22.24,"2020-05-22"
11216,692,2540,27.24,"2020-05-22"
11217,593,1981,29.93,"2020-05-22"
11218,1630,4954,32.9,"2020-05-22"
11219,2898,11134,26.03,"2020-05-22"
11220,1442,4088,35.27,"2020-05-22"
11221,1230,3880,31.7,"2020-05-22"
11222,425,1860,22.85,"2020-05-22"
11223,1630,4900,33.27,"2020-05-22"
11224,1089,3113,34.98,"2020-05-22"
11225,1108,3187,34.77,"2020-05-22"
11226,2128,5797,36.71,"2020-05-22"
11228,619,1950,31.74,"2020-05-22"
11229,1490,4675,31.87,"2020-05-22"
11230,2229,6828,32.64,"2020-05-22"
11231,398,1532,25.98,"2020-05-22"
11232,496,1309,37.89,"2020-05-22"
11233,1195,3469,34.45,"2020-05-22"
11234,2165,5989,36.15,"2020-05-22"
11235,1945,5543,35.09,"2020-05-22"
11236,2575,6469,39.81,"2020-05-22"
11237,904,2516,35.93,"2020-05-22"
11238,735,2499,29.41,"2020-05-22"
11239,487,1335,36.48,"2020-05-22"
11354,1123,3020,37.19,"2020-05-22"
11355,1213,3148,38.53,"2020-05-22"
11356,531,1484,35.78,"2020-05-22"
11357,782,2385,32.79,"2020-05-22"
11358,539,1762,30.59,"2020-05-22"
11360,300,1164,25.77,"2020-05-22"
11361,432,1465,29.49,"2020-05-22"
11362,296,965,30.67,"2020-05-22"
11363,97,338,28.7,"2020-05-22"
11364,451,1583,28.49,"2020-05-22"
11365,803,2389,33.61,"2020-05-22"
11366,372,1021,36.43,"2020-05-22"
11367,991,2930,33.82,"2020-05-22"
11368,4283,9274,46.18,"2020-05-22"
11369,1512,3382,44.71,"2020-05-22"
11370,1284,3101,41.41,"2020-05-22"
11372,2404,5469,43.96,"2020-05-22"
11373,3097,7448,41.58,"2020-05-22"
11374,1035,3094,33.45,"2020-05-22"
11375,1460,4452,32.79,"2020-05-22"
11377,2101,5880,35.73,"2020-05-22"
11378,704,2188,32.18,"2020-05-22"
11379,777,2369,32.8,"2020-05-22"
11385,2051,5814,35.28,"2020-05-22"
11411,659,1592,41.39,"2020-05-22"
11412,1185,2989,39.65,"2020-05-22"
11413,1251,3154,39.66,"2020-05-22"
11414,788,2032,38.78,"2020-05-22"
11415,511,1471,34.74,"2020-05-22"
11416,678,1686,40.21,"2020-05-22"
11417,857,2332,36.75,"2020-05-22"
11418,1038,2736,37.94,"2020-05-22"
11419,1125,2933,38.36,"2020-05-22"
11420,1308,3410,38.36,"2020-05-22"
11421,1148,2948,38.94,"2020-05-22"
11422,934,2393,39.03,"2020-05-22"
11423,1031,2571,40.1,"2020-05-22"
11426,488,1294,37.71,"2020-05-22"
11427,753,1997,37.71,"2020-05-22"
11428,645,1516,42.55,"2020-05-22"
11429,897,2213,40.53,"2020-05-22"
11432,1706,4248,40.16,"2020-05-22"
11433,896,2327,38.5,"2020-05-22"
11434,1949,5262,37.04,"2020-05-22"
11435,1554,4343,35.78,"2020-05-22"
11436,499,1344,37.13,"2020-05-22"
11691,2178,5292,41.16,"2020-05-22"
11692,559,1490,37.52,"2020-05-22"
11693,317,875,36.23,"2020-05-22"
11694,675,2047,32.98,"2020-05-22"
11697,100,665,15.04,"2020-05-22"
