"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10475,1560,3914,39.86,"2020-05-07"
11004,522,961,54.32,"2020-05-07"
11101,551,1550,35.55,"2020-05-07"
11102,539,1332,40.47,"2020-05-07"
11103,471,1227,38.39,"2020-05-07"
11104,434,1076,40.33,"2020-05-07"
11105,438,1286,34.06,"2020-05-07"
11106,569,1458,39.03,"2020-05-07"
11109,46,203,22.66,"2020-05-07"
11201,556,1875,29.65,"2020-05-07"
11203,1803,3926,45.92,"2020-05-07"
11204,1740,4111,42.33,"2020-05-07"
11205,626,1869,33.49,"2020-05-07"
11206,1344,3382,39.74,"2020-05-07"
11207,1794,4147,43.26,"2020-05-07"
11208,2000,4178,47.87,"2020-05-07"
11209,1003,2783,36.04,"2020-05-07"
11210,1496,3338,44.82,"2020-05-07"
11211,1808,4662,38.78,"2020-05-07"
11212,1582,3669,43.12,"2020-05-07"
11213,1233,2776,44.42,"2020-05-07"
11214,1345,3090,43.53,"2020-05-07"
11215,542,1794,30.21,"2020-05-07"
11216,628,1722,36.47,"2020-05-07"
11217,503,1296,38.81,"2020-05-07"
11218,1504,3388,44.39,"2020-05-07"
11219,2518,6172,40.8,"2020-05-07"
11220,1324,2897,45.7,"2020-05-07"
11221,1108,2601,42.6,"2020-05-07"
11222,388,1067,36.36,"2020-05-07"
11223,1493,3555,42,"2020-05-07"
11224,989,2306,42.89,"2020-05-07"
11225,1036,2372,43.68,"2020-05-07"
11226,1936,4221,45.87,"2020-05-07"
11228,579,1450,39.93,"2020-05-07"
11229,1360,3366,40.4,"2020-05-07"
11230,2019,4638,43.53,"2020-05-07"
11231,370,987,37.49,"2020-05-07"
11232,436,885,49.27,"2020-05-07"
11233,1122,2568,43.69,"2020-05-07"
11234,2039,4578,44.54,"2020-05-07"
11235,1779,4018,44.28,"2020-05-07"
11236,2374,4978,47.69,"2020-05-07"
11237,821,1703,48.21,"2020-05-07"
11238,665,1691,39.33,"2020-05-07"
11239,447,1015,44.04,"2020-05-07"
11354,973,2068,47.05,"2020-05-07"
11355,1098,2347,46.78,"2020-05-07"
11356,489,1107,44.17,"2020-05-07"
11357,723,1746,41.41,"2020-05-07"
11358,506,1302,38.86,"2020-05-07"
11360,288,824,34.95,"2020-05-07"
11361,398,1018,39.1,"2020-05-07"
11362,280,733,38.2,"2020-05-07"
11363,92,257,35.8,"2020-05-07"
11364,430,1170,36.75,"2020-05-07"
11365,747,1800,41.5,"2020-05-07"
11366,354,807,43.87,"2020-05-07"
11367,921,2238,41.15,"2020-05-07"
11368,3869,6715,57.62,"2020-05-07"
11369,1392,2611,53.31,"2020-05-07"
11370,1234,2521,48.95,"2020-05-07"
11372,2215,4113,53.85,"2020-05-07"
11373,2871,5601,51.26,"2020-05-07"
11374,961,2335,41.16,"2020-05-07"
11375,1400,3420,40.94,"2020-05-07"
11377,1897,4190,45.27,"2020-05-07"
11378,658,1572,41.86,"2020-05-07"
11379,719,1744,41.23,"2020-05-07"
11385,1888,4245,44.48,"2020-05-07"
11411,620,1251,49.56,"2020-05-07"
11412,1145,2332,49.1,"2020-05-07"
11413,1183,2493,47.45,"2020-05-07"
11414,739,1562,47.31,"2020-05-07"
11415,471,1086,43.37,"2020-05-07"
11416,608,1224,49.67,"2020-05-07"
11417,790,1665,47.45,"2020-05-07"
11418,944,2082,45.34,"2020-05-07"
11419,1032,2145,48.11,"2020-05-07"
11420,1217,2593,46.93,"2020-05-07"
11421,1058,2232,47.4,"2020-05-07"
11422,878,1908,46.02,"2020-05-07"
11423,919,1884,48.78,"2020-05-07"
11426,458,1027,44.6,"2020-05-07"
11427,700,1469,47.65,"2020-05-07"
11428,614,1193,51.47,"2020-05-07"
11429,845,1615,52.32,"2020-05-07"
11432,1559,3159,49.35,"2020-05-07"
11433,836,1791,46.68,"2020-05-07"
11434,1805,3840,47.01,"2020-05-07"
11435,1432,3124,45.84,"2020-05-07"
11436,470,1034,45.45,"2020-05-07"
11691,1987,3881,51.2,"2020-05-07"
11692,528,1123,47.02,"2020-05-07"
11693,297,667,44.53,"2020-05-07"
11694,627,1471,42.62,"2020-05-07"
11697,86,214,40.19,"2020-05-07"
