"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,321,1130,28.41,"2020-05-12"
10002,931,2457,37.89,"2020-05-12"
10003,414,1549,26.73,"2020-05-12"
10004,28,108,25.93,"2020-05-12"
10005,54,256,21.09,"2020-05-12"
10006,23,108,21.3,"2020-05-12"
10007,48,244,19.67,"2020-05-12"
10009,631,2105,29.98,"2020-05-12"
10010,242,1171,20.67,"2020-05-12"
10011,478,1606,29.76,"2020-05-12"
10012,151,589,25.64,"2020-05-12"
10013,234,887,26.38,"2020-05-12"
10014,275,940,29.26,"2020-05-12"
10016,625,2425,25.77,"2020-05-12"
10017,130,598,21.74,"2020-05-12"
10018,196,626,31.31,"2020-05-12"
10019,547,1832,29.86,"2020-05-12"
10021,513,2067,24.82,"2020-05-12"
10022,312,1278,24.41,"2020-05-12"
10023,512,2062,24.83,"2020-05-12"
10024,596,2217,26.88,"2020-05-12"
10025,1141,3770,30.27,"2020-05-12"
10026,595,1736,34.27,"2020-05-12"
10027,912,2621,34.8,"2020-05-12"
10028,442,1766,25.03,"2020-05-12"
10029,1636,4097,39.93,"2020-05-12"
10030,445,1244,35.77,"2020-05-12"
10031,1162,2803,41.46,"2020-05-12"
10032,1328,3264,40.69,"2020-05-12"
10033,1186,2868,41.35,"2020-05-12"
10034,627,1903,32.95,"2020-05-12"
10035,853,2108,40.46,"2020-05-12"
10036,377,1240,30.4,"2020-05-12"
10037,424,1201,35.3,"2020-05-12"
10038,226,703,32.15,"2020-05-12"
10039,460,1290,35.66,"2020-05-12"
10040,999,2582,38.69,"2020-05-12"
10044,197,505,39.01,"2020-05-12"
10065,303,1341,22.6,"2020-05-12"
10069,49,198,24.75,"2020-05-12"
10075,348,1217,28.59,"2020-05-12"
10128,587,2430,24.16,"2020-05-12"
10280,41,210,19.52,"2020-05-12"
10282,64,197,32.49,"2020-05-12"
10301,1075,2799,38.41,"2020-05-12"
10302,597,1422,41.98,"2020-05-12"
10303,793,1999,39.67,"2020-05-12"
10304,1298,3409,38.08,"2020-05-12"
10305,1146,3221,35.58,"2020-05-12"
10306,1368,4139,33.05,"2020-05-12"
10307,360,1073,33.55,"2020-05-12"
10308,603,1922,31.37,"2020-05-12"
10309,797,2418,32.96,"2020-05-12"
10310,685,1911,35.85,"2020-05-12"
10312,1424,4209,33.83,"2020-05-12"
10314,2498,6876,36.33,"2020-05-12"
10451,1478,3575,41.34,"2020-05-12"
10452,2100,5009,41.92,"2020-05-12"
10453,2135,5021,42.52,"2020-05-12"
10454,1036,2719,38.1,"2020-05-12"
10455,1152,2755,41.81,"2020-05-12"
10456,2262,5664,39.94,"2020-05-12"
10457,1896,4641,40.85,"2020-05-12"
10458,1850,4574,40.45,"2020-05-12"
10459,1372,3100,44.26,"2020-05-12"
10460,1495,3562,41.97,"2020-05-12"
10461,1760,4611,38.17,"2020-05-12"
10462,2102,5292,39.72,"2020-05-12"
10463,1751,4729,37.03,"2020-05-12"
10464,115,415,27.71,"2020-05-12"
10465,1419,4043,35.1,"2020-05-12"
10466,2174,5033,43.19,"2020-05-12"
10467,3061,7011,43.66,"2020-05-12"
10468,2276,4978,45.72,"2020-05-12"
10469,2769,6281,44.09,"2020-05-12"
10470,419,1110,37.75,"2020-05-12"
10471,556,1582,35.15,"2020-05-12"
10472,1779,3838,46.35,"2020-05-12"
10473,1780,4348,40.94,"2020-05-12"
10474,301,725,41.52,"2020-05-12"
10475,1604,4166,38.5,"2020-05-12"
11004,534,1028,51.95,"2020-05-12"
11101,564,1712,32.94,"2020-05-12"
11102,552,1469,37.58,"2020-05-12"
11103,491,1379,35.61,"2020-05-12"
11104,449,1195,37.57,"2020-05-12"
11105,454,1437,31.59,"2020-05-12"
11106,590,1604,36.78,"2020-05-12"
11109,47,224,20.98,"2020-05-12"
11201,609,2274,26.78,"2020-05-12"
11203,1877,4304,43.61,"2020-05-12"
11204,1804,4670,38.63,"2020-05-12"
11205,654,2062,31.72,"2020-05-12"
11206,1395,3791,36.8,"2020-05-12"
11207,1869,4626,40.4,"2020-05-12"
11208,2094,4701,44.54,"2020-05-12"
11209,1045,3085,33.87,"2020-05-12"
11210,1530,3630,42.15,"2020-05-12"
11211,1867,5269,35.43,"2020-05-12"
11212,1633,4102,39.81,"2020-05-12"
11213,1258,3040,41.38,"2020-05-12"
11214,1386,3415,40.59,"2020-05-12"
11215,558,2003,27.86,"2020-05-12"
11216,656,1937,33.87,"2020-05-12"
11217,535,1481,36.12,"2020-05-12"
11218,1548,3763,41.14,"2020-05-12"
11219,2621,7272,36.04,"2020-05-12"
11220,1383,3288,42.06,"2020-05-12"
11221,1140,2939,38.79,"2020-05-12"
11222,402,1207,33.31,"2020-05-12"
11223,1550,3947,39.27,"2020-05-12"
11224,1033,2570,40.19,"2020-05-12"
11225,1068,2629,40.62,"2020-05-12"
11226,2006,4650,43.14,"2020-05-12"
11228,589,1579,37.3,"2020-05-12"
11229,1430,3745,38.18,"2020-05-12"
11230,2081,5173,40.23,"2020-05-12"
11231,378,1102,34.3,"2020-05-12"
11232,453,1001,45.25,"2020-05-12"
11233,1154,2829,40.79,"2020-05-12"
11234,2095,4993,41.96,"2020-05-12"
11235,1864,4573,40.76,"2020-05-12"
11236,2474,5469,45.24,"2020-05-12"
11237,848,1911,44.37,"2020-05-12"
11238,692,1887,36.67,"2020-05-12"
