"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,242,521,46.45,"2020-04-16"
10002,666,1250,53.28,"2020-04-16"
10003,329,777,42.34,"2020-04-16"
10004,24,60,40,"2020-04-16"
10005,42,130,32.31,"2020-04-16"
10006,13,52,25,"2020-04-16"
10007,36,118,30.51,"2020-04-16"
10009,480,1074,44.69,"2020-04-16"
10010,190,520,36.54,"2020-04-16"
10011,380,798,47.62,"2020-04-16"
10012,113,316,35.76,"2020-04-16"
10013,170,397,42.82,"2020-04-16"
10014,229,497,46.08,"2020-04-16"
10016,480,1108,43.32,"2020-04-16"
10017,100,287,34.84,"2020-04-16"
10018,159,346,45.95,"2020-04-16"
10019,424,936,45.3,"2020-04-16"
10021,412,1070,38.5,"2020-04-16"
10022,238,623,38.2,"2020-04-16"
10023,416,1023,40.66,"2020-04-16"
10024,447,1159,38.57,"2020-04-16"
10025,810,1831,44.24,"2020-04-16"
10026,400,781,51.22,"2020-04-16"
10027,612,1142,53.59,"2020-04-16"
10028,351,918,38.24,"2020-04-16"
10029,1076,2005,53.67,"2020-04-16"
10030,323,526,61.41,"2020-04-16"
10031,755,1172,64.42,"2020-04-16"
10032,857,1404,61.04,"2020-04-16"
10033,735,1177,62.45,"2020-04-16"
10034,399,709,56.28,"2020-04-16"
10035,583,1012,57.61,"2020-04-16"
10036,277,598,46.32,"2020-04-16"
10037,281,487,57.7,"2020-04-16"
10038,160,328,48.78,"2020-04-16"
10039,310,561,55.26,"2020-04-16"
10040,576,908,63.44,"2020-04-16"
10044,103,224,45.98,"2020-04-16"
10065,233,682,34.16,"2020-04-16"
10069,40,105,38.1,"2020-04-16"
10075,294,631,46.59,"2020-04-16"
10128,460,1207,38.11,"2020-04-16"
10280,32,92,34.78,"2020-04-16"
10282,52,108,48.15,"2020-04-16"
10301,716,1352,52.96,"2020-04-16"
10302,380,725,52.41,"2020-04-16"
10303,555,1023,54.25,"2020-04-16"
10304,911,1766,51.59,"2020-04-16"
10305,801,1739,46.06,"2020-04-16"
10306,1001,2285,43.81,"2020-04-16"
10307,274,599,45.74,"2020-04-16"
10308,478,1123,42.56,"2020-04-16"
10309,639,1466,43.59,"2020-04-16"
10310,452,967,46.74,"2020-04-16"
10312,1118,2387,46.84,"2020-04-16"
10314,1783,3742,47.65,"2020-04-16"
10451,932,1559,59.78,"2020-04-16"
10452,1268,1970,64.37,"2020-04-16"
