"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10305,1217,4270,28.5,"2020-06-02"
10306,1428,5544,25.8,"2020-06-02"
10307,374,1347,27.8,"2020-06-02"
10308,627,2502,25.1,"2020-06-02"
10309,831,3162,26.3,"2020-06-02"
10310,714,2620,27.3,"2020-06-02"
10312,1482,5585,26.5,"2020-06-02"
10314,2602,9077,28.7,"2020-06-02"
10451,1586,5046,31.4,"2020-06-02"
10452,2330,7446,31.3,"2020-06-02"
10453,2324,7179,32.4,"2020-06-02"
10454,1114,3857,28.9,"2020-06-02"
10455,1252,3899,32.1,"2020-06-02"
10456,2443,8245,29.6,"2020-06-02"
10457,2055,6905,29.8,"2020-06-02"
10458,2003,6590,30.4,"2020-06-02"
10459,1465,4359,33.6,"2020-06-02"
10460,1612,5038,32,"2020-06-02"
10461,1856,6141,30.2,"2020-06-02"
10462,2230,7517,29.7,"2020-06-02"
10463,1973,7600,26,"2020-06-02"
10464,118,511,23.1,"2020-06-02"
10465,1469,5351,27.5,"2020-06-02"
10466,2366,7111,33.3,"2020-06-02"
10467,3303,10032,32.9,"2020-06-02"
10468,2696,8536,31.6,"2020-06-02"
10469,2954,8868,33.3,"2020-06-02"
10470,443,1681,26.4,"2020-06-02"
10471,779,3408,22.9,"2020-06-02"
10472,1918,5517,34.8,"2020-06-02"
10473,1901,6095,31.2,"2020-06-02"
10474,318,976,32.6,"2020-06-02"
10475,1679,5422,31,"2020-06-02"
11004,575,2544,22.6,"2020-06-02"
11101,616,2987,20.6,"2020-06-02"
11102,600,2594,23.1,"2020-06-02"
11103,560,2547,22,"2020-06-02"
11104,487,1930,25.2,"2020-06-02"
11105,482,2545,18.9,"2020-06-02"
11106,632,2723,23.2,"2020-06-02"
11109,48,391,12.3,"2020-06-02"
11201,683,4828,14.1,"2020-06-02"
11203,2021,6421,31.5,"2020-06-02"
11204,2004,7995,25.1,"2020-06-02"
11205,717,3219,22.3,"2020-06-02"
11206,1578,6334,24.9,"2020-06-02"
11207,2044,6912,29.6,"2020-06-02"
11208,2340,7225,32.4,"2020-06-02"
11209,1112,4945,22.5,"2020-06-02"
11210,1652,5529,29.9,"2020-06-02"
11211,2050,9319,22,"2020-06-02"
11212,1831,6377,28.7,"2020-06-02"
11213,1367,4730,28.9,"2020-06-02"
11214,1502,5810,25.9,"2020-06-02"
11215,613,3578,17.1,"2020-06-02"
11216,717,3269,21.9,"2020-06-02"
11217,609,2649,23,"2020-06-02"
11218,1679,6283,26.7,"2020-06-02"
11219,3009,13098,23,"2020-06-02"
11220,1509,5168,29.2,"2020-06-02"
11221,1266,4894,25.9,"2020-06-02"
11222,435,2672,16.3,"2020-06-02"
11223,1678,5934,28.3,"2020-06-02"
11224,1142,3901,29.3,"2020-06-02"
11225,1131,3920,28.9,"2020-06-02"
11226,2221,7367,30.1,"2020-06-02"
11228,653,2551,25.6,"2020-06-02"
11229,1747,10388,16.8,"2020-06-02"
11230,2314,8767,26.4,"2020-06-02"
11231,420,2136,19.7,"2020-06-02"
11232,518,1683,30.8,"2020-06-02"
11233,1233,4261,28.9,"2020-06-02"
11234,2217,7390,30,"2020-06-02"
11235,2013,7270,27.7,"2020-06-02"
11236,2675,8167,32.8,"2020-06-02"
11237,947,3398,27.9,"2020-06-02"
11238,756,3389,22.3,"2020-06-02"
11239,510,1642,31.1,"2020-06-02"
11354,1151,3769,30.5,"2020-06-02"
11355,1250,3880,32.2,"2020-06-02"
11356,545,1802,30.2,"2020-06-02"
11357,804,3007,26.7,"2020-06-02"
11358,561,2279,24.6,"2020-06-02"
11360,309,1453,21.3,"2020-06-02"
11361,444,1915,23.2,"2020-06-02"
11362,306,1201,25.5,"2020-06-02"
11363,97,433,22.4,"2020-06-02"
11364,459,1993,23,"2020-06-02"
11365,821,3007,27.3,"2020-06-02"
11366,385,1201,32.1,"2020-06-02"
11367,1017,3532,28.8,"2020-06-02"
11368,4440,11513,38.6,"2020-06-02"
11369,1577,4184,37.7,"2020-06-02"
11370,1309,3629,36.1,"2020-06-02"
11372,2465,6850,36,"2020-06-02"
11373,3181,9254,34.4,"2020-06-02"
11374,1061,3766,28.2,"2020-06-02"
11375,1486,5392,27.6,"2020-06-02"
11377,2182,7433,29.4,"2020-06-02"
11378,722,2805,25.7,"2020-06-02"
11379,792,2877,27.5,"2020-06-02"
11385,2115,7038,30.1,"2020-06-02"
11411,675,1939,34.8,"2020-06-02"
11412,1221,3601,33.9,"2020-06-02"
11413,1293,3766,34.3,"2020-06-02"
11414,794,2334,34,"2020-06-02"
11415,526,1805,29.1,"2020-06-02"
11416,700,2072,33.8,"2020-06-02"
11417,876,2762,31.7,"2020-06-02"
11418,1067,3250,32.8,"2020-06-02"
11419,1167,3561,32.8,"2020-06-02"
11420,1336,3974,33.6,"2020-06-02"
11421,1173,3506,33.5,"2020-06-02"
11422,961,2986,32.2,"2020-06-02"
11423,1060,3102,34.2,"2020-06-02"
11426,494,1554,31.8,"2020-06-02"
11427,771,2393,32.2,"2020-06-02"
11428,663,1828,36.3,"2020-06-02"
11429,925,2749,33.6,"2020-06-02"
11432,1767,5223,33.8,"2020-06-02"
11433,929,2847,32.6,"2020-06-02"
11434,2047,6402,32,"2020-06-02"
11435,1601,5254,30.5,"2020-06-02"
11436,512,1616,31.7,"2020-06-02"
11691,2275,7062,32.2,"2020-06-02"
11692,591,1960,30.2,"2020-06-02"
11693,325,1022,31.8,"2020-06-02"
11694,694,2338,29.7,"2020-06-02"
11697,107,1106,9.7,"2020-06-02"
