"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,344,1590,21.6,"2020-05-23"
10002,994,3234,30.7,"2020-05-23"
10003,436,2299,19,"2020-05-23"
10004,30,155,19.4,"2020-05-23"
10005,59,382,15.4,"2020-05-23"
10006,23,162,14.2,"2020-05-23"
10007,49,353,13.9,"2020-05-23"
10009,662,2930,22.6,"2020-05-23"
10010,253,1754,14.4,"2020-05-23"
10011,501,2361,21.2,"2020-05-23"
10012,156,867,18,"2020-05-23"
10013,251,1259,19.9,"2020-05-23"
10014,284,1371,20.7,"2020-05-23"
10016,646,3470,18.6,"2020-05-23"
10017,134,869,15.4,"2020-05-23"
10018,200,861,23.2,"2020-05-23"
10019,560,2517,22.2,"2020-05-23"
10021,533,2831,18.8,"2020-05-23"
10022,328,1823,18,"2020-05-23"
10023,537,2979,18,"2020-05-23"
10024,624,2982,20.9,"2020-05-23"
10025,1238,5269,23.5,"2020-05-23"
10026,620,2270,27.3,"2020-05-23"
10027,977,3381,28.9,"2020-05-23"
10028,453,2485,18.2,"2020-05-23"
10029,1717,5183,33.1,"2020-05-23"
10030,477,1617,29.5,"2020-05-23"
10031,1238,3731,33.2,"2020-05-23"
10032,1420,4330,32.8,"2020-05-23"
10033,1275,3988,32,"2020-05-23"
10034,678,2522,26.9,"2020-05-23"
10035,916,2872,31.9,"2020-05-23"
10036,395,1714,23,"2020-05-23"
10037,516,2032,25.4,"2020-05-23"
10038,236,1008,23.4,"2020-05-23"
10039,489,1650,29.6,"2020-05-23"
10040,1063,3248,32.7,"2020-05-23"
10044,228,761,30,"2020-05-23"
10065,320,1929,16.6,"2020-05-23"
10069,54,287,18.8,"2020-05-23"
10075,353,1555,22.7,"2020-05-23"
10128,607,3372,18,"2020-05-23"
10280,46,312,14.7,"2020-05-23"
10282,68,259,26.3,"2020-05-23"
10301,1114,3307,33.7,"2020-05-23"
10302,615,1616,38.1,"2020-05-23"
10303,820,2307,35.5,"2020-05-23"
10304,1338,3925,34.1,"2020-05-23"
10305,1190,3723,32,"2020-05-23"
10306,1407,4853,29,"2020-05-23"
10307,369,1224,30.1,"2020-05-23"
10308,617,2232,27.6,"2020-05-23"
10309,820,2813,29.2,"2020-05-23"
10310,704,2270,31,"2020-05-23"
10312,1455,4923,29.6,"2020-05-23"
10314,2556,7895,32.4,"2020-05-23"
10451,1546,4300,36,"2020-05-23"
10452,2256,6246,36.1,"2020-05-23"
10453,2262,6055,37.4,"2020-05-23"
10454,1088,3327,32.7,"2020-05-23"
10455,1215,3362,36.1,"2020-05-23"
10456,2375,6936,34.2,"2020-05-23"
10457,1963,5586,35.1,"2020-05-23"
10458,1946,5526,35.2,"2020-05-23"
10459,1430,3748,38.2,"2020-05-23"
10460,1570,4268,36.8,"2020-05-23"
