"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
10001,329,1314,25.04,"2020-05-16"
10002,965,2766,34.89,"2020-05-16"
10003,425,1841,23.09,"2020-05-16"
10004,28,117,23.93,"2020-05-16"
10005,56,315,17.78,"2020-05-16"
10006,23,130,17.69,"2020-05-16"
10007,50,294,17.01,"2020-05-16"
10009,651,2421,26.89,"2020-05-16"
10010,250,1366,18.3,"2020-05-16"
10011,488,1900,25.68,"2020-05-16"
10012,155,681,22.76,"2020-05-16"
10013,245,1042,23.51,"2020-05-16"
10014,278,1097,25.34,"2020-05-16"
10016,634,2835,22.36,"2020-05-16"
10017,130,710,18.31,"2020-05-16"
10018,199,695,28.63,"2020-05-16"
10019,556,2093,26.56,"2020-05-16"
10021,524,2377,22.04,"2020-05-16"
10022,324,1507,21.5,"2020-05-16"
10023,522,2402,21.73,"2020-05-16"
10024,610,2522,24.19,"2020-05-16"
10025,1160,4258,27.24,"2020-05-16"
10026,607,1966,30.87,"2020-05-16"
10027,946,2965,31.91,"2020-05-16"
10028,447,2039,21.92,"2020-05-16"
10029,1676,4532,36.98,"2020-05-16"
10030,463,1422,32.56,"2020-05-16"
10031,1203,3216,37.41,"2020-05-16"
10032,1376,3708,37.11,"2020-05-16"
10033,1231,3339,36.87,"2020-05-16"
10034,660,2201,29.99,"2020-05-16"
10035,889,2456,36.2,"2020-05-16"
10036,387,1432,27.03,"2020-05-16"
10037,503,1838,27.37,"2020-05-16"
10038,231,829,27.86,"2020-05-16"
10039,470,1467,32.04,"2020-05-16"
10040,1046,2897,36.11,"2020-05-16"
10044,214,607,35.26,"2020-05-16"
10065,315,1542,20.43,"2020-05-16"
10069,50,227,22.03,"2020-05-16"
10075,361,1376,26.24,"2020-05-16"
10128,601,2787,21.56,"2020-05-16"
10280,43,243,17.7,"2020-05-16"
10282,68,226,30.09,"2020-05-16"
10301,1091,2988,36.51,"2020-05-16"
10302,607,1499,40.49,"2020-05-16"
10303,809,2109,38.36,"2020-05-16"
10304,1315,3612,36.41,"2020-05-16"
10305,1173,3456,33.94,"2020-05-16"
10306,1390,4481,31.02,"2020-05-16"
10307,362,1141,31.73,"2020-05-16"
10308,610,2066,29.53,"2020-05-16"
10309,808,2585,31.26,"2020-05-16"
10310,694,2050,33.85,"2020-05-16"
10312,1437,4496,31.96,"2020-05-16"
10314,2529,7277,34.75,"2020-05-16"
10451,1514,3867,39.15,"2020-05-16"
10452,2177,5493,39.63,"2020-05-16"
10453,2199,5437,40.45,"2020-05-16"
10454,1061,2997,35.4,"2020-05-16"
10455,1184,3014,39.28,"2020-05-16"
10456,2320,6216,37.32,"2020-05-16"
10457,1933,5031,38.42,"2020-05-16"
10458,1901,4999,38.03,"2020-05-16"
10459,1407,3377,41.66,"2020-05-16"
10460,1543,3870,39.87,"2020-05-16"
10461,1797,5007,35.89,"2020-05-16"
10462,2149,5775,37.21,"2020-05-16"
10463,1794,5115,35.07,"2020-05-16"
10464,116,430,26.98,"2020-05-16"
10465,1435,4342,33.05,"2020-05-16"
10466,2218,5383,41.2,"2020-05-16"
10467,3134,7613,41.17,"2020-05-16"
10468,2534,6113,41.45,"2020-05-16"
10469,2813,6701,41.98,"2020-05-16"
10470,426,1301,32.74,"2020-05-16"
10471,755,2821,26.76,"2020-05-16"
10472,1821,4181,43.55,"2020-05-16"
10473,1812,4678,38.73,"2020-05-16"
10474,308,771,39.95,"2020-05-16"
10475,1622,4406,36.81,"2020-05-16"
11004,540,1095,49.32,"2020-05-16"
11101,584,1985,29.42,"2020-05-16"
11102,568,1679,33.83,"2020-05-16"
11103,515,1593,32.33,"2020-05-16"
11104,457,1339,34.13,"2020-05-16"
11105,460,1624,28.33,"2020-05-16"
11106,601,1810,33.2,"2020-05-16"
11109,46,269,17.1,"2020-05-16"
11201,639,2673,23.91,"2020-05-16"
11203,1921,4712,40.77,"2020-05-16"
11204,1880,5666,33.18,"2020-05-16"
11205,676,2330,29.01,"2020-05-16"
11206,1465,4395,33.33,"2020-05-16"
11207,1928,5198,37.09,"2020-05-16"
11208,2184,5364,40.72,"2020-05-16"
11209,1069,3478,30.74,"2020-05-16"
11210,1568,4015,39.05,"2020-05-16"
11211,1954,6214,31.45,"2020-05-16"
11212,1687,4569,36.92,"2020-05-16"
11213,1281,3355,38.18,"2020-05-16"
11214,1425,3820,37.3,"2020-05-16"
11215,583,2300,25.35,"2020-05-16"
11216,678,2246,30.19,"2020-05-16"
11217,551,1669,33.01,"2020-05-16"
11218,1601,4339,36.9,"2020-05-16"
11219,2795,9497,29.43,"2020-05-16"
11220,1417,3678,38.53,"2020-05-16"
11221,1183,3349,35.32,"2020-05-16"
11222,411,1509,27.24,"2020-05-16"
11223,1606,4443,36.15,"2020-05-16"
11224,1072,2850,37.61,"2020-05-16"
11225,1091,2916,37.41,"2020-05-16"
11226,2080,5255,39.58,"2020-05-16"
11228,605,1766,34.26,"2020-05-16"
11229,1468,4197,34.98,"2020-05-16"
11230,2159,5974,36.14,"2020-05-16"
11231,391,1305,29.96,"2020-05-16"
11232,482,1156,41.7,"2020-05-16"
11233,1173,3197,36.69,"2020-05-16"
11234,2139,5483,39.01,"2020-05-16"
11235,1916,5093,37.62,"2020-05-16"
11236,2528,5974,42.32,"2020-05-16"
11237,882,2190,40.27,"2020-05-16"
11238,722,2212,32.64,"2020-05-16"
11239,476,1212,39.27,"2020-05-16"
11354,1102,2771,39.77,"2020-05-16"
11355,1172,2853,41.08,"2020-05-16"
11356,520,1348,38.58,"2020-05-16"
11357,769,2149,35.78,"2020-05-16"
11358,526,1589,33.1,"2020-05-16"
11360,298,1012,29.45,"2020-05-16"
11361,424,1298,32.67,"2020-05-16"
11362,294,879,33.45,"2020-05-16"
11363,96,310,30.97,"2020-05-16"
11364,445,1426,31.21,"2020-05-16"
11365,784,2153,36.41,"2020-05-16"
11366,364,938,38.81,"2020-05-16"
11367,969,2665,36.36,"2020-05-16"
11368,4191,8420,49.77,"2020-05-16"
11369,1488,3133,47.49,"2020-05-16"
11370,1269,2880,44.06,"2020-05-16"
11372,2358,5009,47.08,"2020-05-16"
11373,3043,6750,45.08,"2020-05-16"
11374,1012,2793,36.23,"2020-05-16"
11375,1442,4063,35.49,"2020-05-16"
11377,2056,5270,39.01,"2020-05-16"
11378,700,1974,35.46,"2020-05-16"
11379,765,2156,35.48,"2020-05-16"
11385,2016,5241,38.47,"2020-05-16"
11411,647,1465,44.16,"2020-05-16"
11412,1180,2762,42.72,"2020-05-16"
11413,1232,2914,42.28,"2020-05-16"
11414,775,1860,41.67,"2020-05-16"
11415,502,1331,37.72,"2020-05-16"
11416,659,1498,43.99,"2020-05-16"
11417,833,2071,40.22,"2020-05-16"
11418,1010,2509,40.26,"2020-05-16"
11419,1095,2603,42.07,"2020-05-16"
11420,1281,3102,41.3,"2020-05-16"
11421,1123,2688,41.78,"2020-05-16"
11422,924,2221,41.6,"2020-05-16"
11423,1010,2370,42.62,"2020-05-16"
11426,485,1187,40.86,"2020-05-16"
11427,735,1792,41.02,"2020-05-16"
